"global_step","train-dgx_1nodo_semifreezed_0.000001_full - _step","train-dgx_1nodo_semifreezed_0.000001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.000001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.00001_full - _step","train-dgx_1nodo_semifreezed_0.00001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.00001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.0001_full - _step","train-dgx_1nodo_semifreezed_0.0001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.0001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_freezed_full - _step","train-dgx_1nodo_freezed_full - _step__MIN","train-dgx_1nodo_freezed_full - _step__MAX","train-dgx_1nodo_freezed_full - losses/inner_action_loss","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MIN","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MAX"
"737280","62695","62695","62695","0.5100492","0.5100492","0.5100492","32075","1275","62875","0.547438165","0.50506413","0.5898122","1275","1275","1275","0.38065118","0.38065118","0.38065118","715","715","715","0.5915817","0.5915817","0.5915817"
"743040","62705","62705","62705","0.5039815","0.5039815","0.5039815","","","","","","","1285","1285","1285","0.38815275","0.38815275","0.38815275","","","","","",""
"748800","32005","1295","62715","0.586048675","0.52882755","0.6432698","32095","1295","62895","0.535402625","0.47477698","0.59602827","32200","1295","63105","0.44714990499999996","0.43970767","0.45459214","","","","","",""
"754560","32015","1305","62725","0.473038595","0.47070473","0.47537246","62905","62905","62905","0.5004323","0.5004323","0.5004323","1305","1305","1305","0.39432418","0.39432418","0.39432418","","","","","",""
"760320","62735","62735","62735","0.46793965","0.46793965","0.46793965","1315","1315","1315","0.5752691","0.5752691","0.5752691","63125","63125","63125","0.2830707","0.2830707","0.2830707","","","","","",""
"766080","62745","62745","62745","0.61906856","0.61906856","0.61906856","1325","1325","1325","0.45680347","0.45680347","0.45680347","32230","1325","63135","0.286754305","0.27861091","0.2948977","","","","","",""
"771840","","","","","","","32135","1335","62935","0.61603998","0.51514846","0.7169315","63145","63145","63145","0.29282552","0.29282552","0.29282552","","","","","",""
"777600","1345","1345","1345","0.57873946","0.57873946","0.57873946","1345","1345","1345","0.48979455","0.48979455","0.48979455","63155","63155","63155","0.32959205","0.32959205","0.32959205","","","","","",""
"783360","1355","1355","1355","0.31833282","0.31833282","0.31833282","","","","","","","63165","63165","63165","0.17328146","0.17328146","0.17328146","","","","","",""
"789120","","","","","","","1365","1365","1365","0.1619452","0.1619452","0.1619452","","","","","","","","","","","",""
"794880","1375","1375","1375","0.36613682","0.36613682","0.36613682","32175","1375","62975","0.33681932000000003","0.3035143","0.37012434","32280","1375","63185","0.3579917","0.22591195","0.49007145","","","","","",""
"798720","","","","","","","","","","","","","","","","","","","775","775","775","0.4719471","0.4719471","0.4719471"
"800640","62805","62805","62805","0.3621746","0.3621746","0.3621746","62985","62985","62985","0.371855","0.371855","0.371855","","","","","","","","","","","",""
"806400","1395","1395","1395","0.30674577","0.30674577","0.30674577","1395","1395","1395","0.20871252","0.20871252","0.20871252","1395","1395","1395","0.48593768","0.48593768","0.48593768","","","","","",""
"812160","32115","1405","62825","0.26689724000000004","0.17251982","0.36127466","63005","63005","63005","0.28192058","0.28192058","0.28192058","","","","","","","","","","","",""
"817920","","","","","","","32215","1415","63015","0.4596937","0.27645195","0.64293545","63225","63225","63225","0.30835566","0.30835566","0.30835566","","","","","",""
"819200","","","","","","","","","","","","","","","","","","","795","795","795","0.37980992","0.37980992","0.37980992"
"823680","","","","","","","63025","63025","63025","0.3127361","0.3127361","0.3127361","63235","63235","63235","0.24784863","0.24784863","0.24784863","","","","","",""
"829440","","","","","","","1435","1435","1435","0.68368775","0.68368775","0.68368775","","","","","","","","","","","",""
"835200","","","","","","","63045","63045","63045","0.34443954","0.34443954","0.34443954","32350","1445","63255","0.233283815","0.22488345","0.24168418","","","","","",""
"839680","","","","","","","","","","","","","","","","","","","815","815","815","0.29033205","0.29033205","0.29033205"
"840960","","","","","","","","","","","","","1455","1455","1455","0.43923432","0.43923432","0.43923432","","","","","",""
"846720","1465","1465","1465","0.6883823","0.6883823","0.6883823","63065","63065","63065","0.41737413","0.41737413","0.41737413","32370","1465","63275","0.40065905","0.2967331","0.504585","","","","","",""
"852480","62895","62895","62895","0.3429228","0.3429228","0.3429228","32275","1475","63075","0.470838685","0.32108647","0.6205909","","","","","","","","","","","",""
"858240","1485","1485","1485","0.60364264","0.60364264","0.60364264","","","","","","","1485","1485","1485","0.46260604","0.46260604","0.46260604","","","","","",""
"860160","","","","","","","","","","","","","","","","","","","835","835","835","0.6329182","0.6329182","0.6329182"
"864000","32205","1495","62915","0.49508502","0.40033844","0.5898316","1495","1495","1495","0.58416724","0.58416724","0.58416724","","","","","","","","","","","",""
"869760","32215","1505","62925","0.49019886500000004","0.36545733","0.6149404","1505","1505","1505","0.41728595","0.41728595","0.41728595","63315","63315","63315","0.37809345","0.37809345","0.37809345","","","","","",""
"870400","","","","","","","","","","","","","","","","","","","845","845","845","0.3435162","0.3435162","0.3435162"
"875520","62935","62935","62935","0.34536555","0.34536555","0.34536555","63115","63115","63115","0.25362706","0.25362706","0.25362706","","","","","","","","","","","",""
"881280","32235","1525","62945","0.47889755","0.4026332","0.5551619","63125","63125","63125","0.36493936","0.36493936","0.36493936","63335","63335","63335","0.32787374","0.32787374","0.32787374","","","","","",""
"887040","32245","1535","62955","0.402407375","0.35973772","0.44507703","","","","","","","32440","1535","63345","0.35827912500000003","0.33240682","0.38415143","","","","","",""
"892800","","","","","","","32345","1545","63145","0.424840245","0.37465826","0.47502223","32450","1545","63355","0.38131888","0.3664942","0.39614356","","","","","",""
"898560","32265","1555","62975","0.526399105","0.38175064","0.67104757","1555","1555","1555","0.3707057","0.3707057","0.3707057","63365","63365","63365","0.4265493","0.4265493","0.4265493","","","","","",""
"901120","","","","","","","","","","","","","","","","","","","875","875","875","0.70897764","0.70897764","0.70897764"
"904320","1565","1565","1565","0.6278604","0.6278604","0.6278604","1565","1565","1565","0.48641652","0.48641652","0.48641652","","","","","","","","","","","",""
"910080","62995","62995","62995","0.58364725","0.58364725","0.58364725","1575","1575","1575","0.4993825","0.4993825","0.4993825","32480","1575","63385","0.500659925","0.4965845","0.50473535","","","","","",""
"915840","","","","","","","32385","1585","63185","0.43599082499999997","0.41865057","0.45333108","","","","","","","","","","","",""
"921600","32305","1595","63015","0.5191830900000001","0.33113068","0.7072355","","","","","","","63405","63405","63405","0.42171907","0.42171907","0.42171907","","","","","",""
"927360","32315","1605","63025","0.56010457","0.50450224","0.6157069","1605","1605","1605","0.33679998","0.33679998","0.33679998","63415","63415","63415","0.32780546","0.32780546","0.32780546","","","","","",""
"933120","32325","1615","63035","0.53369504","0.45786732","0.60952276","32415","1615","63215","0.39995585","0.3763533","0.4235584","","","","","","","","","","","",""
"938880","32335","1625","63045","0.5126796499999999","0.37640324","0.64895606","1625","1625","1625","0.31321996","0.31321996","0.31321996","32530","1625","63435","0.430997325","0.323823","0.53817165","","","","","",""
"944640","1635","1635","1635","0.38319218","0.38319218","0.38319218","32435","1635","63235","0.33723046","0.29765475","0.37680617","","","","","","","","","","","",""
"950400","1645","1645","1645","0.41828233","0.41828233","0.41828233","63245","63245","63245","0.3479985","0.3479985","0.3479985","63455","63455","63455","0.314825","0.314825","0.314825","","","","","",""
"952320","","","","","","","","","","","","","","","","","","","925","925","925","0.51137","0.51137","0.51137"
"956160","","","","","","","63255","63255","63255","0.37388027","0.37388027","0.37388027","63465","63465","63465","0.2350355","0.2350355","0.2350355","","","","","",""
"961920","","","","","","","1665","1665","1665","0.32564864","0.32564864","0.32564864","1665","1665","1665","0.29214272","0.29214272","0.29214272","","","","","",""
"967680","63095","63095","63095","0.20102698","0.20102698","0.20102698","1675","1675","1675","0.5404667","0.5404667","0.5404667","63485","63485","63485","0.25527957","0.25527957","0.25527957","","","","","",""
"973440","1685","1685","1685","0.2810411","0.2810411","0.2810411","1685","1685","1685","0.48121807","0.48121807","0.48121807","","","","","","","","","","","",""
"979200","","","","","","","1695","1695","1695","0.40028542","0.40028542","0.40028542","","","","","","","","","","","",""
"983040","","","","","","","","","","","","","","","","","","","955","955","955","0.5187459","0.5187459","0.5187459"
"984960","1705","1705","1705","0.49614435","0.49614435","0.49614435","","","","","","","1705","1705","1705","0.5017392","0.5017392","0.5017392","","","","","",""
"990720","32425","1715","63135","0.561142635","0.5320585","0.59022677","","","","","","","63525","63525","63525","0.42132652","0.42132652","0.42132652","","","","","",""
"996480","63145","63145","63145","0.54329264","0.54329264","0.54329264","63325","63325","63325","0.732683","0.732683","0.732683","63535","63535","63535","0.60199666","0.60199666","0.60199666","","","","","",""
"1002240","1735","1735","1735","0.5065588","0.5065588","0.5065588","","","","","","","63545","63545","63545","0.456952","0.456952","0.456952","","","","","",""
"1008000","63165","63165","63165","0.49920174","0.49920174","0.49920174","","","","","","","32650","1745","63555","0.48282842","0.34240028","0.62325656","","","","","",""
"1013760","63175","63175","63175","0.843549","0.843549","0.843549","32555","1755","63355","0.32140213","0.28382283","0.35898143","63565","63565","63565","0.27571255","0.27571255","0.27571255","","","","","",""
"1019520","32475","1765","63185","0.53796444","0.35653278","0.7193961","63365","63365","63365","0.2934833","0.2934833","0.2934833","1765","1765","1765","0.56932056","0.56932056","0.56932056","","","","","",""
"1025280","63195","63195","63195","0.79539305","0.79539305","0.79539305","1775","1775","1775","0.23337893","0.23337893","0.23337893","63585","63585","63585","0.22715183","0.22715183","0.22715183","","","","","",""
"1031040","63205","63205","63205","0.6501366","0.6501366","0.6501366","63385","63385","63385","0.28412938","0.28412938","0.28412938","63595","63595","63595","0.17288443","0.17288443","0.17288443","","","","","",""
"1036800","63215","63215","63215","0.5925588","0.5925588","0.5925588","","","","","","","","","","","","","","","","","",""
"1042560","","","","","","","","","","","","","63615","63615","63615","0.34497395","0.34497395","0.34497395","","","","","",""
"1048320","","","","","","","1815","1815","1815","0.44911128","0.44911128","0.44911128","","","","","","","","","","","",""
"1054080","63245","63245","63245","0.7381549","0.7381549","0.7381549","63425","63425","63425","0.40321064","0.40321064","0.40321064","1825","1825","1825","0.50840837","0.50840837","0.50840837","","","","","",""
"1059840","","","","","","","63435","63435","63435","0.41216397","0.41216397","0.41216397","63645","63645","63645","0.35271993","0.35271993","0.35271993","","","","","",""
"1065600","63265","63265","63265","0.77267766","0.77267766","0.77267766","","","","","","","","","","","","","","","","","",""
"1071360","32565","1855","63275","0.49938448","0.4430646","0.55570436","","","","","","","32760","1855","63665","0.36166495","0.3566183","0.3667116","","","","","",""
"1077120","1865","1865","1865","0.5830651","0.5830651","0.5830651","","","","","","","","","","","","","","","","","",""
"1082880","","","","","","","32675","1875","63475","0.49917497499999997","0.49488395","0.503466","63685","63685","63685","0.4262198","0.4262198","0.4262198","","","","","",""
"1088640","","","","","","","32685","1885","63485","0.37850794","0.33660692","0.42040896","32790","1885","63695","0.353375375","0.33643973","0.37031102","","","","","",""
"1094400","","","","","","","63495","63495","63495","0.43153766","0.43153766","0.43153766","","","","","","","","","","","",""
"1095680","","","","","","","","","","","","","","","","","","","1065","1065","1065","0.37152126","0.37152126","0.37152126"
"1100160","63325","63325","63325","0.630282","0.630282","0.630282","","","","","","","","","","","","","","","","","",""
"1105920","63335","63335","63335","0.5229573","0.5229573","0.5229573","1915","1915","1915","0.28490856","0.28490856","0.28490856","1915","1915","1915","0.55052793","0.55052793","0.55052793","","","","","",""
"1111680","","","","","","","1925","1925","1925","0.3241338","0.3241338","0.3241338","","","","","","","","","","","",""
"1117440","32645","1935","63355","0.5988488000000001","0.5289114","0.6687862","","","","","","","1935","1935","1935","0.43596396","0.43596396","0.43596396","","","","","",""
"1123200","63365","63365","63365","0.48415288","0.48415288","0.48415288","32745","1945","63545","0.45176172000000003","0.40827137","0.49525207","32850","1945","63755","0.37708165000000005","0.29774103","0.45642227","","","","","",""
"1126400","","","","","","","","","","","","","","","","","","","1095","1095","1095","0.33067653","0.33067653","0.33067653"
"1128960","32665","1955","63375","0.70070049","0.41079372","0.99060726","1955","1955","1955","0.5513796","0.5513796","0.5513796","63765","63765","63765","0.29252955","0.29252955","0.29252955","","","","","",""
"1134720","","","","","","","32765","1965","63565","0.448146125","0.34463915","0.5516531","63775","63775","63775","0.31027663","0.31027663","0.31027663","","","","","",""
"1136640","","","","","","","","","","","","","","","","","","","1105","1105","1105","0.3640674","0.3640674","0.3640674"
"1140480","1975","1975","1975","0.34217086","0.34217086","0.34217086","1975","1975","1975","0.60112727","0.60112727","0.60112727","32880","1975","63785","0.41467455","0.3034536","0.5258955","","","","","",""
"1146240","","","","","","","","","","","","","1985","1985","1985","0.55808026","0.55808026","0.55808026","","","","","",""
"1152000","63415","63415","63415","0.8590332","0.8590332","0.8590332","","","","","","","1995","1995","1995","0.5375102","0.5375102","0.5375102","","","","","",""
"1157760","2005","2005","2005","0.61894166","0.61894166","0.61894166","63605","63605","63605","0.28955278","0.28955278","0.28955278","2005","2005","2005","0.37262523","0.37262523","0.37262523","","","","","",""
"1163520","32725","2015","63435","0.73034267","0.60951364","0.8511717","","","","","","","","","","","","","","","","","",""
"1167360","","","","","","","","","","","","","","","","","","","1135","1135","1135","0.46180764","0.46180764","0.46180764"
"1169280","","","","","","","63625","63625","63625","0.34724256","0.34724256","0.34724256","","","","","","","","","","","",""
"1175040","32745","2035","63455","0.76924638","0.7459866","0.79250616","2035","2035","2035","0.5665552","0.5665552","0.5665552","32940","2035","63845","0.367007635","0.36350507","0.3705102","","","","","",""
"1180800","2045","2045","2045","0.70209503","0.70209503","0.70209503","2045","2045","2045","0.36030054","0.36030054","0.36030054","32950","2045","63855","0.3649643","0.3584139","0.3715147","","","","","",""
"1186560","2055","2055","2055","0.65775365","0.65775365","0.65775365","32855","2055","63655","0.434587955","0.41112763","0.45804828","","","","","","","","","","","",""
"1192320","2065","2065","2065","0.7072113","0.7072113","0.7072113","2065","2065","2065","0.5275571","0.5275571","0.5275571","","","","","","","","","","","",""
"1198080","","","","","","","63675","63675","63675","0.37927547","0.37927547","0.37927547","","","","","","","1165","1165","1165","0.49765348","0.49765348","0.49765348"
"1203840","63505","63505","63505","0.80560267","0.80560267","0.80560267","","","","","","","","","","","","","","","","","",""
"1209600","2095","2095","2095","0.60866195","0.60866195","0.60866195","63695","63695","63695","0.33376345","0.33376345","0.33376345","2095","2095","2095","0.44283646","0.44283646","0.44283646","","","","","",""
"1215360","","","","","","","2105","2105","2105","0.41754383","0.41754383","0.41754383","2105","2105","2105","0.2810586","0.2810586","0.2810586","","","","","",""
"1221120","63535","63535","63535","0.5336163","0.5336163","0.5336163","","","","","","","33020","2115","63925","0.37662059999999997","0.347803","0.4054382","","","","","",""
"1226880","2125","2125","2125","0.35704002","0.35704002","0.35704002","2125","2125","2125","0.48947012","0.48947012","0.48947012","","","","","","","","","","","",""
"1228800","","","","","","","","","","","","","","","","","","","1195","1195","1195","0.3817763","0.3817763","0.3817763"
"1232640","2135","2135","2135","0.26155537","0.26155537","0.26155537","63735","63735","63735","0.37434924","0.37434924","0.37434924","","","","","","","","","","","",""
"1238400","63565","63565","63565","0.55286103","0.55286103","0.55286103","2145","2145","2145","0.5328122","0.5328122","0.5328122","","","","","","","","","","","",""
"1239040","","","","","","","","","","","","","","","","","","","1205","1205","1205","0.84213275","0.84213275","0.84213275"
"1244160","2155","2155","2155","0.45463538","0.45463538","0.45463538","32955","2155","63755","0.49472909","0.48359048","0.5058677","33060","2155","63965","0.344941435","0.33123654","0.35864633","","","","","",""
"1249280","","","","","","","","","","","","","","","","","","","1215","1215","1215","0.49314156","0.49314156","0.49314156"
"1249920","","","","","","","32965","2165","63765","0.410543165","0.36931753","0.4517688","2165","2165","2165","0.3054528","0.3054528","0.3054528","","","","","",""
"1255680","32885","2175","63595","0.45850369999999996","0.3805743","0.5364331","2175","2175","2175","0.47068894","0.47068894","0.47068894","2175","2175","2175","0.27995268","0.27995268","0.27995268","","","","","",""
"1261440","2185","2185","2185","0.54328245","0.54328245","0.54328245","63785","63785","63785","0.44607258","0.44607258","0.44607258","33090","2185","63995","0.278675905","0.24515961","0.3121922","","","","","",""
"1267200","63615","63615","63615","0.43474048","0.43474048","0.43474048","","","","","","","","","","","","","","","","","",""
"1272960","","","","","","","33005","2205","63805","0.40656102","0.35047564","0.4626464","","","","","","","","","","","",""
"1278720","2215","2215","2215","0.5468661","0.5468661","0.5468661","2215","2215","2215","0.32993245","0.32993245","0.32993245","33120","2215","64025","0.465575125","0.30406895","0.6270813","","","","","",""
"1284480","","","","","","","","","","","","","2225","2225","2225","0.3365703","0.3365703","0.3365703","","","","","",""
"1290240","","","","","","","2235","2235","2235","0.26577264","0.26577264","0.26577264","33140","2235","64045","0.478802485","0.40648302","0.55112195","","","","","",""
"1296000","","","","","","","","","","","","","33150","2245","64055","0.443726615","0.39356187","0.49389136","","","","","",""
"1307520","2265","2265","2265","0.33225775","0.33225775","0.33225775","2265","2265","2265","0.4429365","0.4429365","0.4429365","","","","","","","","","","","",""
"1313280","2275","2275","2275","0.5502579","0.5502579","0.5502579","63875","63875","63875","0.29877415","0.29877415","0.29877415","33180","2275","64085","0.346874445","0.31595257","0.37779632","","","","","",""
"1319040","","","","","","","","","","","","","2285","2285","2285","0.31880227","0.31880227","0.31880227","","","","","",""
"1324800","2295","2295","2295","0.46193486","0.46193486","0.46193486","33095","2295","63895","0.315742185","0.23592457","0.3955598","64105","64105","64105","0.44230673","0.44230673","0.44230673","","","","","",""
"1330560","63725","63725","63725","0.37461302","0.37461302","0.37461302","","","","","","","64115","64115","64115","0.32843533","0.32843533","0.32843533","","","","","",""
"1336320","33025","2315","63735","0.37741195000000005","0.25185034","0.50297356","","","","","","","33220","2315","64125","0.342041775","0.26129302","0.42279053","","","","","",""
"1342080","","","","","","","63925","63925","63925","0.59757066","0.59757066","0.59757066","64135","64135","64135","0.29923308","0.29923308","0.29923308","","","","","",""
"1347840","","","","","","","63935","63935","63935","0.49625775","0.49625775","0.49625775","","","","","","","","","","","",""
"1351680","","","","","","","","","","","","","","","","","","","1315","1315","1315","0.53535455","0.53535455","0.53535455"
