"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"47550220","","","","","","","49700","49700","49700","0.10984811186790466","0.10984811186790466","0.10984811186790466","","","","","",""
"47553516","","","","","","","","","","","","","49622","49622","49622","0.11477619409561157","0.11477619409561157","0.11477619409561157"
"47554540","","","","","","","","","","","","","49623","49623","49623","0.3210148811340332","0.3210148811340332","0.3210148811340332"
"47555476","","","","","","","","","","","","","49624","49624","49624","0.16053898632526398","0.16053898632526398","0.16053898632526398"
"47558408","","","","","","","","","","","","","49627","49627","49627","0.20139171183109283","0.20139171183109283","0.20139171183109283"
"47561952","","","","","","","49712","49712","49712","0.15761436522006989","0.15761436522006989","0.15761436522006989","","","","","",""
"47563420","","","","","","","","","","","","","49632","49632","49632","0.1977762132883072","0.1977762132883072","0.1977762132883072"
"47570344","","","","","","","","","","","","","49639","49639","49639","0.12712715566158295","0.12712715566158295","0.12712715566158295"
"47573128","","","","","","","","","","","","","49642","49642","49642","0.32779234647750854","0.32779234647750854","0.32779234647750854"
"47573140","","","","","","","49724","49724","49724","0.07911908626556396","0.07911908626556396","0.07911908626556396","","","","","",""
"47575972","","","","","","","","","","","","","49645","49645","49645","0.149179145693779","0.149179145693779","0.149179145693779"
"47577680","","","","","","","49729","49729","49729","0.18990670144557953","0.18990670144557953","0.18990670144557953","","","","","",""
"47578112","46462","46462","46462","0.21536874771118164","0.21536874771118164","0.21536874771118164","","","","","","","","","","","",""
"47579136","46463","46463","46463","0.14040938019752502","0.14040938019752502","0.14040938019752502","","","","","","","","","","","",""
"47579616","","","","","","","49731","49731","49731","0.11784137040376663","0.11784137040376663","0.11784137040376663","","","","","",""
"47581792","","","","","","","","","","","","","49651","49651","49651","0.19879166781902313","0.19879166781902313","0.19879166781902313"
"47582800","","","","","","","","","","","","","49652","49652","49652","0.19920924305915833","0.19920924305915833","0.19920924305915833"
"47586444","","","","","","","49738","49738","49738","0.08053138852119446","0.08053138852119446","0.08053138852119446","","","","","",""
"47587468","","","","","","","49739","49739","49739","0.14541973173618317","0.14541973173618317","0.14541973173618317","","","","","",""
"47592632","","","","","","","","","","","","","49662","49662","49662","0.15751969814300537","0.15751969814300537","0.15751969814300537"
"47593472","46477","46477","46477","0.23692405223846436","0.23692405223846436","0.23692405223846436","","","","","","","","","","","",""
"47596172","","","","","","","49748","49748","49748","0.15925511717796326","0.15925511717796326","0.15925511717796326","","","","","",""
"47597548","","","","","","","","","","","","","49667","49667","49667","0.2151695191860199","0.2151695191860199","0.2151695191860199"
"47599520","","","","","","","49752","49752","49752","0.11674238741397858","0.11674238741397858","0.11674238741397858","","","","","",""
"47600360","","","","","","","49753","49753","49753","0.2488897293806076","0.2488897293806076","0.2488897293806076","","","","","",""
"47600428","","","","","","","","","","","","","49670","49670","49670","0.25913941860198975","0.25913941860198975","0.25913941860198975"
"47602460","","","","","","","","","","","","","49672","49672","49672","0.24551555514335632","0.24551555514335632","0.24551555514335632"
"47614208","","","","","","","49767","49767","49767","0.15300792455673218","0.15300792455673218","0.15300792455673218","","","","","",""
"47615216","","","","","","","49768","49768","49768","0.17629693448543549","0.17629693448543549","0.17629693448543549","","","","","",""
"47615388","","","","","","","","","","","","","49685","49685","49685","0.2518351674079895","0.2518351674079895","0.2518351674079895"
"47616236","","","","","","","49769","49769","49769","0.14597997069358826","0.14597997069358826","0.14597997069358826","","","","","",""
"47616336","","","","","","","","","","","","","49686","49686","49686","0.25553569197654724","0.25553569197654724","0.25553569197654724"
"47618760","","","","","","","49772","49772","49772","0.14682848751544952","0.14682848751544952","0.14682848751544952","","","","","",""
"47620232","","","","","","","","","","","","","49690","49690","49690","0.26631054282188416","0.26631054282188416","0.26631054282188416"
"47622944","","","","","","","49777","49777","49777","0.20519937574863434","0.20519937574863434","0.20519937574863434","","","","","",""
"47623284","","","","","","","","","","","","","49693","49693","49693","0.24973194301128387","0.24973194301128387","0.24973194301128387"
"47627156","","","","","","","","","","","","","49697","49697","49697","0.14254237711429596","0.14254237711429596","0.14254237711429596"
"47627824","","","","","","","49782","49782","49782","0.19666755199432373","0.19666755199432373","0.19666755199432373","","","","","",""
"47628836","","","","","","","49783","49783","49783","0.16148525476455688","0.16148525476455688","0.16148525476455688","","","","","",""
"47629848","","","","","","","49784","49784","49784","0.19814947247505188","0.19814947247505188","0.19814947247505188","","","","","",""
"47629972","","","","","","","","","","","","","49700","49700","49700","0.2038641721010208","0.2038641721010208","0.2038641721010208"
"47633780","","","","","","","","","","","","","49704","49704","49704","0.263319194316864","0.263319194316864","0.263319194316864"
"47637972","","","","","","","49792","49792","49792","0.1317719966173172","0.1317719966173172","0.1317719966173172","","","","","",""
"47641380","","","","","","","","","","","","","49712","49712","49712","0.19507431983947754","0.19507431983947754","0.19507431983947754"
"47643648","46526","46526","46526","0.18710803985595703","0.18710803985595703","0.18710803985595703","","","","","","","","","","","",""
"47646516","","","","","","","49801","49801","49801","0.21542060375213623","0.21542060375213623","0.21542060375213623","","","","","",""
"47647488","","","","","","","","","","","","","49718","49718","49718","0.2162044495344162","0.2162044495344162","0.2162044495344162"
"47650728","","","","","","","49806","49806","49806","0.10888300836086273","0.10888300836086273","0.10888300836086273","","","","","",""
"47652572","","","","","","","49808","49808","49808","0.17391762137413025","0.17391762137413025","0.17391762137413025","","","","","",""
"47653428","","","","","","","","","","","","","49724","49724","49724","0.288774698972702","0.288774698972702","0.288774698972702"
"47653552","","","","","","","49809","49809","49809","0.11534433811903","0.11534433811903","0.11534433811903","","","","","",""
"47653888","46536","46536","46536","0.18394005298614502","0.18394005298614502","0.18394005298614502","","","","","","","","","","","",""
"47658484","","","","","","","","","","","","","49729","49729","49729","0.29268473386764526","0.29268473386764526","0.29268473386764526"
"47660504","","","","","","","","","","","","","49731","49731","49731","0.19175715744495392","0.19175715744495392","0.19175715744495392"
"47663492","","","","","","","49819","49819","49819","0.13391683995723724","0.13391683995723724","0.13391683995723724","","","","","",""
"47665432","","","","","","","49821","49821","49821","0.22225533425807953","0.22225533425807953","0.22225533425807953","","","","","",""
"47667520","","","","","","","","","","","","","49738","49738","49738","0.17704346776008606","0.17704346776008606","0.17704346776008606"
"47668224","46550","46550","46550","0.2218467742204666","0.2218467742204666","0.2218467742204666","","","","","","","","","","","",""
"47668536","","","","","","","","","","","","","49739","49739","49739","0.23310339450836182","0.23310339450836182","0.23310339450836182"
"47673352","","","","","","","49829","49829","49829","0.14847762882709503","0.14847762882709503","0.14847762882709503","","","","","",""
"47676416","46558","46558","46558","0.20705994963645935","0.20705994963645935","0.20705994963645935","","","","","","","","","","","",""
"47677148","","","","","","","","","","","","","49748","49748","49748","0.4146574139595032","0.4146574139595032","0.4146574139595032"
"47678836","","","","","","","49835","49835","49835","0.0874219685792923","0.0874219685792923","0.0874219685792923","","","","","",""
"47680008","","","","","","","","","","","","","49751","49751","49751","0.24444404244422913","0.24444404244422913","0.24444404244422913"
"47680980","","","","","","","","","","","","","49752","49752","49752","0.25325533747673035","0.25325533747673035","0.25325533747673035"
"47682004","","","","","","","","","","","","","49753","49753","49753","0.22326233983039856","0.22326233983039856","0.22326233983039856"
"47683584","46565","46565","46565","0.1691429167985916","0.1691429167985916","0.1691429167985916","","","","","","","","","","","",""
"47684608","46566","46566","46566","0.1845962107181549","0.1845962107181549","0.1845962107181549","","","","","","","","","","","",""
"47695284","","","","","","","49854","49854","49854","0.1997007578611374","0.1997007578611374","0.1997007578611374","","","","","",""
"47695616","","","","","","","","","","","","","49767","49767","49767","0.34187209606170654","0.34187209606170654","0.34187209606170654"
"47696564","","","","","","","","","","","","","49768","49768","49768","0.19821280241012573","0.19821280241012573","0.19821280241012573"
"47697544","","","","","","","","","","","","","49769","49769","49769","0.301490843296051","0.301490843296051","0.301490843296051"
"47700480","","","","","","","","","","","","","49772","49772","49772","0.2623918950557709","0.2623918950557709","0.2623918950557709"
"47702088","","","","","","","49861","49861","49861","0.14440582692623138","0.14440582692623138","0.14440582692623138","","","","","",""
"47705392","","","","","","","","","","","","","49777","49777","49777","0.2842336595058441","0.2842336595058441","0.2842336595058441"
"47709884","","","","","","","49869","49869","49869","0.16464513540267944","0.16464513540267944","0.16464513540267944","","","","","",""
"47710388","","","","","","","","","","","","","49782","49782","49782","0.17695625126361847","0.17695625126361847","0.17695625126361847"
"47711396","","","","","","","","","","","","","49783","49783","49783","0.1720578670501709","0.1720578670501709","0.1720578670501709"
"47711868","","","","","","","49871","49871","49871","0.18564444780349731","0.18564444780349731","0.18564444780349731","","","","","",""
"47712420","","","","","","","","","","","","","49784","49784","49784","0.16623851656913757","0.16623851656913757","0.16623851656913757"
"47712884","","","","","","","49872","49872","49872","0.12627361714839935","0.12627361714839935","0.12627361714839935","","","","","",""
"47720308","","","","","","","","","","","","","49792","49792","49792","0.2583809494972229","0.2583809494972229","0.2583809494972229"
"47721872","","","","","","","49881","49881","49881","0.1429140865802765","0.1429140865802765","0.1429140865802765","","","","","",""
"47722328","","","","","","","","","","","","","49794","49794","49794","0.28763362765312195","0.28763362765312195","0.28763362765312195"
"47727616","46608","46608","46608","0.20842713117599487","0.20842713117599487","0.20842713117599487","","","","","","","","","","","",""
"47728920","","","","","","","","","","","","","49801","49801","49801","0.17999306321144104","0.17999306321144104","0.17999306321144104"
"47730868","","","","","","","49890","49890","49890","0.17268477380275726","0.17268477380275726","0.17268477380275726","","","","","",""
"47732748","","","","","","","49892","49892","49892","0.1592518389225006","0.1592518389225006","0.1592518389225006","","","","","",""
"47733568","","","","","","","","","","","","","49806","49806","49806","0.2382153570652008","0.2382153570652008","0.2382153570652008"
"47735516","","","","","","","","","","","","","49808","49808","49808","0.23014110326766968","0.23014110326766968","0.23014110326766968"
"47736464","","","","","","","","","","","","","49809","49809","49809","0.30045515298843384","0.30045515298843384","0.30045515298843384"
"47736832","46617","46617","46617","0.1929081827402115","0.1929081827402115","0.1929081827402115","","","","","","","","","","","",""
"47739292","","","","","","","49899","49899","49899","0.12781451642513275","0.12781451642513275","0.12781451642513275","","","","","",""
"47745400","","","","","","","49906","49906","49906","0.1989898979663849","0.1989898979663849","0.1989898979663849","","","","","",""
"47746292","","","","","","","","","","","","","49819","49819","49819","0.1434149295091629","0.1434149295091629","0.1434149295091629"
"47747172","","","","","","","49908","49908","49908","0.12632405757904053","0.12632405757904053","0.12632405757904053","","","","","",""
"47748032","","","","","","","","","","","","","49821","49821","49821","0.28513601422309875","0.28513601422309875","0.28513601422309875"
"47748128","","","","","","","49909","49909","49909","0.0893697589635849","0.0893697589635849","0.0893697589635849","","","","","",""
"47753216","46633","46633","46633","0.1393069624900818","0.1393069624900818","0.1393069624900818","","","","","","","","","","","",""
"47755640","","","","","","","","","","","","","49829","49829","49829","0.23772886395454407","0.23772886395454407","0.23772886395454407"
"47761280","","","","","","","","","","","","","49835","49835","49835","0.15408927202224731","0.15408927202224731","0.15408927202224731"
"47766528","46646","46646","46646","0.29528582096099854","0.29528582096099854","0.29528582096099854","","","","","","","","","","","",""
"47769156","","","","","","","","","","","","","49843","49843","49843","0.38403335213661194","0.38403335213661194","0.38403335213661194"
"47770904","","","","","","","49932","49932","49932","0.16567456722259521","0.16567456722259521","0.16567456722259521","","","","","",""
"47777808","","","","","","","49939","49939","49939","0.06775698810815811","0.06775698810815811","0.06775698810815811","","","","","",""
"47778696","","","","","","","49940","49940","49940","0.07919006794691086","0.07919006794691086","0.07919006794691086","","","","","",""
"47779956","","","","","","","","","","","","","49854","49854","49854","0.21297088265419006","0.21297088265419006","0.21297088265419006"
"47783936","","","","","","","","","","","","","49858","49858","49858","0.22701025009155273","0.22701025009155273","0.22701025009155273"
"47786844","","","","","","","","","","","","","49861","49861","49861","0.20155727863311768","0.20155727863311768","0.20155727863311768"
"47790584","","","","","","","","","","","","","49865","49865","49865","0.3556504249572754","0.3556504249572754","0.3556504249572754"
"47792428","","","","","","","49954","49954","49954","0.11793256551027298","0.11793256551027298","0.11793256551027298","","","","","",""
"47793348","","","","","","","49955","49955","49955","0.150925874710083","0.150925874710083","0.150925874710083","","","","","",""
"47794592","","","","","","","","","","","","","49869","49869","49869","0.2057550549507141","0.2057550549507141","0.2057550549507141"
"47796012","","","","","","","49958","49958","49958","0.12100957334041595","0.12100957334041595","0.12100957334041595","","","","","",""
"47796640","","","","","","","","","","","","","49871","49871","49871","0.1831185519695282","0.1831185519695282","0.1831185519695282"
"47797248","46676","46676","46676","0.13968110084533691","0.13968110084533691","0.13968110084533691","","","","","","","","","","","",""
"47797664","","","","","","","","","","","","","49872","49872","49872","0.2712754011154175","0.2712754011154175","0.2712754011154175"
"47799296","46678","46678","46678","0.22893226146697998","0.22893226146697998","0.22893226146697998","","","","","","","","","","","",""
"47801356","","","","","","","49964","49964","49964","0.10296198725700378","0.10296198725700378","0.10296198725700378","","","","","",""
"47804044","","","","","","","49967","49967","49967","0.17999647557735443","0.17999647557735443","0.17999647557735443","","","","","",""
"47804628","","","","","","","","","","","","","49879","49879","49879","0.20717458426952362","0.20717458426952362","0.20717458426952362"
"47806464","","","","","","","","","","","","","49881","49881","49881","0.1704164296388626","0.1704164296388626","0.1704164296388626"
"47806884","","","","","","","49970","49970","49970","0.17064912617206573","0.17064912617206573","0.17064912617206573","","","","","",""
"47808528","","","","","","","49972","49972","49972","0.161048024892807","0.161048024892807","0.161048024892807","","","","","",""
"47811020","","","","","","","49975","49975","49975","0.11379940807819366","0.11379940807819366","0.11379940807819366","","","","","",""
"47812608","46691","46691","46691","0.2524336874485016","0.2524336874485016","0.2524336874485016","","","","","","","","","","","",""
"47814700","","","","","","","","","","","","","49890","49890","49890","0.2515072226524353","0.2515072226524353","0.2515072226524353"
"47816740","","","","","","","","","","","","","49892","49892","49892","0.1792682707309723","0.1792682707309723","0.1792682707309723"
"47817676","","","","","","","49983","49983","49983","0.10844215005636215","0.10844215005636215","0.10844215005636215","","","","","",""
"47823152","","","","","","","","","","","","","49899","49899","49899","0.1700887233018875","0.1700887233018875","0.1700887233018875"
"47824456","","","","","","","49990","49990","49990","0.13421672582626343","0.13421672582626343","0.13421672582626343","","","","","",""
"47826088","","","","","","","","","","","","","49902","49902","49902","0.19605012238025665","0.19605012238025665","0.19605012238025665"
"47829980","","","","","","","49996","49996","49996","0.18506638705730438","0.18506638705730438","0.18506638705730438","","","","","",""
"47830160","","","","","","","","","","","","","49906","49906","49906","0.29597222805023193","0.29597222805023193","0.29597222805023193"
"47832092","","","","","","","","","","","","","49908","49908","49908","0.20951151847839355","0.20951151847839355","0.20951151847839355"
"47832752","","","","","","","49999","49999","49999","0.11337871849536896","0.11337871849536896","0.11337871849536896","","","","","",""
"47833116","","","","","","","","","","","","","49909","49909","49909","0.2869698107242584","0.2869698107242584","0.2869698107242584"
"47837184","46715","46715","46715","0.2631804645061493","0.2631804645061493","0.2631804645061493","","","","","","","","","","","",""
"47837820","","","","","","","50004","50004","50004","0.1029852032661438","0.1029852032661438","0.1029852032661438","","","","","",""
"47841764","","","","","","","50008","50008","50008","0.12569445371627808","0.12569445371627808","0.12569445371627808","","","","","",""
"47845284","","","","","","","50012","50012","50012","0.11089280247688293","0.11089280247688293","0.11089280247688293","","","","","",""
"47851212","","","","","","","50018","50018","50018","0.11234910041093826","0.11234910041093826","0.11234910041093826","","","","","",""
"47855364","","","","","","","","","","","","","49932","49932","49932","0.19189909100532532","0.19189909100532532","0.19189909100532532"
"47856508","","","","","","","50024","50024","50024","0.12534868717193604","0.12534868717193604","0.12534868717193604","","","","","",""
"47859376","","","","","","","50027","50027","50027","0.09961575269699097","0.09961575269699097","0.09961575269699097","","","","","",""
"47862180","","","","","","","","","","","","","49939","49939","49939","0.2580614387989044","0.2580614387989044","0.2580614387989044"
"47863112","","","","","","","","","","","","","49940","49940","49940","0.27309536933898926","0.27309536933898926","0.27309536933898926"
"47864092","","","","","","","","","","","","","49941","49941","49941","0.21619965136051178","0.21619965136051178","0.21619965136051178"
"47865144","","","","","","","50033","50033","50033","0.13180355727672577","0.13180355727672577","0.13180355727672577","","","","","",""
"47867136","","","","","","","50035","50035","50035","0.19422069191932678","0.19422069191932678","0.19422069191932678","","","","","",""
"47869952","46747","46747","46747","0.13262858986854553","0.13262858986854553","0.13262858986854553","","","","","","","","","","","",""
"47876224","","","","","","","","","","","","","49954","49954","49954","0.13795822858810425","0.13795822858810425","0.13795822858810425"
"47877076","","","","","","","","","","","","","49955","49955","49955","0.2030368149280548","0.2030368149280548","0.2030368149280548"
"47879844","","","","","","","","","","","","","49958","49958","49958","0.15904036164283752","0.15904036164283752","0.15904036164283752"
"47880208","","","","","","","50048","50048","50048","0.1195690706372261","0.1195690706372261","0.1195690706372261","","","","","",""
"47880984","","","","","","","50049","50049","50049","0.06571342051029205","0.06571342051029205","0.06571342051029205","","","","","",""
"47881216","46758","46758","46758","0.1313723921775818","0.1313723921775818","0.1313723921775818","","","","","","","","","","","",""
"47883000","","","","","","","50051","50051","50051","0.16994719207286835","0.16994719207286835","0.16994719207286835","","","","","",""
"47885496","","","","","","","","","","","","","49964","49964","49964","0.18725641071796417","0.18725641071796417","0.18725641071796417"
"47888552","","","","","","","","","","","","","49967","49967","49967","0.14338552951812744","0.14338552951812744","0.14338552951812744"
"47889740","","","","","","","50058","50058","50058","0.07784722745418549","0.07784722745418549","0.07784722745418549","","","","","",""
"47891532","","","","","","","","","","","","","49970","49970","49970","0.2052541822195053","0.2052541822195053","0.2052541822195053"
"47893092","","","","","","","50062","50062","50062","0.16413934528827667","0.16413934528827667","0.16413934528827667","","","","","",""
"47893488","","","","","","","","","","","","","49972","49972","49972","0.1994343400001526","0.1994343400001526","0.1994343400001526"
"47896348","","","","","","","","","","","","","49975","49975","49975","0.25781065225601196","0.25781065225601196","0.25781065225601196"
"47898764","","","","","","","50068","50068","50068","0.10017254948616028","0.10017254948616028","0.10017254948616028","","","","","",""
"47901440","","","","","","","50071","50071","50071","0.11652503907680511","0.11652503907680511","0.11652503907680511","","","","","",""
"47904132","","","","","","","50074","50074","50074","0.12927839159965515","0.12927839159965515","0.12927839159965515","","","","","",""
"47904236","","","","","","","","","","","","","49983","49983","49983","0.24484393000602722","0.24484393000602722","0.24484393000602722"
"47904768","46781","46781","46781","0.23051485419273376","0.23051485419273376","0.23051485419273376","","","","","","","","","","","",""
"47909136","","","","","","","50079","50079","50079","0.15213260054588318","0.15213260054588318","0.15213260054588318","","","","","",""
"47910912","46787","46787","46787","0.11913934350013733","0.11913934350013733","0.11913934350013733","","","","","","","","","","","",""
"47911336","","","","","","","","","","","","","49990","49990","49990","0.20084501802921295","0.20084501802921295","0.20084501802921295"
"47911988","","","","","","","50082","50082","50082","0.180137038230896","0.180137038230896","0.180137038230896","","","","","",""
"47917056","46793","46793","46793","0.21750466525554657","0.21750466525554657","0.21750466525554657","","","","","","","","","","","",""
"47917152","","","","","","","","","","","","","49996","49996","49996","0.20354077219963074","0.20354077219963074","0.20354077219963074"
"47919432","","","","","","","50090","50090","50090","0.1313273012638092","0.1313273012638092","0.1313273012638092","","","","","",""
"47919976","","","","","","","","","","","","","49999","49999","49999","0.22455236315727234","0.22455236315727234","0.22455236315727234"
"47920436","","","","","","","50091","50091","50091","0.13996879756450653","0.13996879756450653","0.13996879756450653","","","","","",""
"47924400","","","","","","","50095","50095","50095","0.08350419998168945","0.08350419998168945","0.08350419998168945","","","","","",""
"47925348","","","","","","","50096","50096","50096","0.13394403457641602","0.13394403457641602","0.13394403457641602","","","","","",""
"47928064","","","","","","","50099","50099","50099","0.1331092268228531","0.1331092268228531","0.1331092268228531","","","","","",""
"47933440","46809","46809","46809","0.22465956211090088","0.22465956211090088","0.22465956211090088","","","","","","","","","","","",""
"47936512","46812","46812","46812","0.23604325950145721","0.23604325950145721","0.23604325950145721","","","","","","","","","","","",""
"47938560","46814","46814","46814","0.21261131763458252","0.21261131763458252","0.21261131763458252","","","","","","","","","","","",""
"47939584","46815","46815","46815","0.140252485871315","0.140252485871315","0.140252485871315","","","","","","","","","","","",""
"47940536","","","","","","","50113","50113","50113","0.13517791032791138","0.13517791032791138","0.13517791032791138","","","","","",""
"47949424","","","","","","","50123","50123","50123","0.10125693678855896","0.10125693678855896","0.10125693678855896","","","","","",""
"47953028","","","","","","","50127","50127","50127","0.11849382519721985","0.11849382519721985","0.11849382519721985","","","","","",""
"47953920","46829","46829","46829","0.17912566661834717","0.17912566661834717","0.17912566661834717","","","","","","","","","","","",""
"47956920","","","","","","","50131","50131","50131","0.1884801834821701","0.1884801834821701","0.1884801834821701","","","","","",""
"47957944","","","","","","","50132","50132","50132","0.09753549098968506","0.09753549098968506","0.09753549098968506","","","","","",""
"47964812","","","","","","","50140","50140","50140","0.09651108086109161","0.09651108086109161","0.09651108086109161","","","","","",""
"47971136","","","","","","","50147","50147","50147","0.17379961907863617","0.17379961907863617","0.17379961907863617","","","","","",""
"47973008","","","","","","","50149","50149","50149","0.14886623620986938","0.14886623620986938","0.14886623620986938","","","","","",""
"47978996","","","","","","","50155","50155","50155","0.12035075575113297","0.12035075575113297","0.12035075575113297","","","","","",""
"47983020","","","","","","","50159","50159","50159","0.18094778060913086","0.18094778060913086","0.18094778060913086","","","","","",""
"47990172","","","","","","","50167","50167","50167","0.1487119346857071","0.1487119346857071","0.1487119346857071","","","","","",""
"47994408","","","","","","","50172","50172","50172","0.09480378776788712","0.09480378776788712","0.09480378776788712","","","","","",""
"47996412","","","","","","","50174","50174","50174","0.10504444688558578","0.10504444688558578","0.10504444688558578","","","","","",""
"48006144","46880","46880","46880","0.23582835495471954","0.23582835495471954","0.23582835495471954","","","","","","","","","","","",""
"48007468","","","","","","","50186","50186","50186","0.11550582200288773","0.11550582200288773","0.11550582200288773","","","","","",""
"48008488","","","","","","","50187","50187","50187","0.11363408714532852","0.11363408714532852","0.11363408714532852","","","","","",""
"48011520","","","","","","","50190","50190","50190","0.14850138127803802","0.14850138127803802","0.14850138127803802","","","","","",""
"48012288","46886","46886","46886","0.17244790494441986","0.17244790494441986","0.17244790494441986","","","","","","","","","","","",""
"48021212","","","","","","","50200","50200","50200","0.08536714315414429","0.08536714315414429","0.08536714315414429","","","","","",""
"48023944","","","","","","","50203","50203","50203","0.07972946017980576","0.07972946017980576","0.07972946017980576","","","","","",""
"48025976","","","","","","","50205","50205","50205","0.18470558524131775","0.18470558524131775","0.18470558524131775","","","","","",""
"48027980","","","","","","","50207","50207","50207","0.14719362556934357","0.14719362556934357","0.14719362556934357","","","","","",""
"48029976","","","","","","","50209","50209","50209","0.12205545604228973","0.12205545604228973","0.12205545604228973","","","","","",""
"48033308","","","","","","","50213","50213","50213","0.05024164542555809","0.05024164542555809","0.05024164542555809","","","","","",""
"48036864","46910","46910","46910","0.16050109267234802","0.16050109267234802","0.16050109267234802","","","","","","","","","","","",""
"48039936","46913","46913","46913","0.15885725617408752","0.15885725617408752","0.15885725617408752","","","","","","","","","","","",""
"48040172","","","","","","","50221","50221","50221","0.09378209710121155","0.09378209710121155","0.09378209710121155","","","","","",""
"48041044","","","","","","","50222","50222","50222","0.11902721971273422","0.11902721971273422","0.11902721971273422","","","","","",""
"48046240","","","","","","","50228","50228","50228","0.16428682208061218","0.16428682208061218","0.16428682208061218","","","","","",""
"48048208","","","","","","","50230","50230","50230","0.14258067309856415","0.14258067309856415","0.14258067309856415","","","","","",""
"48050176","46923","46923","46923","0.11317804455757141","0.11317804455757141","0.11317804455757141","","","","","","","","","","","",""
"48050980","","","","","","","50233","50233","50233","0.05108439177274704","0.05108439177274704","0.05108439177274704","","","","","",""
"48051864","","","","","","","50234","50234","50234","0.0468379482626915","0.0468379482626915","0.0468379482626915","","","","","",""
"48053784","","","","","","","50236","50236","50236","0.13907262682914734","0.13907262682914734","0.13907262682914734","","","","","",""
"48058572","","","","","","","50241","50241","50241","0.1495782434940338","0.1495782434940338","0.1495782434940338","","","","","",""
"48059392","46932","46932","46932","0.1180788204073906","0.1180788204073906","0.1180788204073906","","","","","","","","","","","",""
"48060492","","","","","","","50243","50243","50243","0.16812439262866974","0.16812439262866974","0.16812439262866974","","","","","",""
"48063424","","","","","","","50246","50246","50246","0.12649133801460266","0.12649133801460266","0.12649133801460266","","","","","",""
"48064224","","","","","","","50247","50247","50247","0.3825129270553589","0.3825129270553589","0.3825129270553589","","","","","",""
"48068044","","","","","","","50251","50251","50251","0.0780433937907219","0.0780433937907219","0.0780433937907219","","","","","",""
"48069040","","","","","","","50252","50252","50252","0.14608269929885864","0.14608269929885864","0.14608269929885864","","","","","",""
"48070764","","","","","","","50254","50254","50254","0.07223549485206604","0.07223549485206604","0.07223549485206604","","","","","",""
"48073564","","","","","","","50257","50257","50257","0.1567801833152771","0.1567801833152771","0.1567801833152771","","","","","",""
"48074572","","","","","","","50258","50258","50258","0.11463545262813568","0.11463545262813568","0.11463545262813568","","","","","",""
"48074752","46947","46947","46947","0.21767647564411163","0.21767647564411163","0.21767647564411163","","","","","","","","","","","",""
"48079872","46952","46952","46952","0.08169613778591156","0.08169613778591156","0.08169613778591156","","","","","","","","","","","",""
"48080896","46953","46953","46953","0.1647140383720398","0.1647140383720398","0.1647140383720398","","","","","","","","","","","",""
"48081276","","","","","","","50265","50265","50265","0.12856684625148773","0.12856684625148773","0.12856684625148773","","","","","",""
"48081920","46954","46954","46954","0.15947923064231873","0.15947923064231873","0.15947923064231873","","","","","","","","","","","",""
"48082268","","","","","","","50266","50266","50266","0.1376710832118988","0.1376710832118988","0.1376710832118988","","","","","",""
"48086092","","","","","","","50270","50270","50270","0.10282018780708313","0.10282018780708313","0.10282018780708313","","","","","",""
"48096256","46968","46968","46968","0.24638208746910095","0.24638208746910095","0.24638208746910095","","","","","","","","","","","",""
"48098304","46970","46970","46970","0.115237295627594","0.115237295627594","0.115237295627594","","","","","","","","","","","",""
"48100144","","","","","","","50286","50286","50286","0.10051722079515457","0.10051722079515457","0.10051722079515457","","","","","",""
"48103844","","","","","","","50290","50290","50290","0.10583450645208359","0.10583450645208359","0.10583450645208359","","","","","",""
"48104868","","","","","","","50291","50291","50291","0.12747544050216675","0.12747544050216675","0.12747544050216675","","","","","",""
"48118272","","","","","","","50306","50306","50306","0.06274958699941635","0.06274958699941635","0.06274958699941635","","","","","",""
"48119228","","","","","","","50307","50307","50307","0.11198923736810684","0.11198923736810684","0.11198923736810684","","","","","",""
"48120160","","","","","","","50308","50308","50308","0.09787001460790634","0.09787001460790634","0.09787001460790634","","","","","",""
"48121856","46993","46993","46993","0.1807604730129242","0.1807604730129242","0.1807604730129242","","","","","","","","","","","",""
"48123776","","","","","","","50312","50312","50312","0.08119155466556549","0.08119155466556549","0.08119155466556549","","","","","",""
"48125628","","","","","","","50314","50314","50314","0.09348192811012268","0.09348192811012268","0.09348192811012268","","","","","",""
"48131420","","","","","","","50320","50320","50320","0.16128180921077728","0.16128180921077728","0.16128180921077728","","","","","",""
