"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"30743884","","","","","","","32131","32131","32131","0.1555352509021759","0.1555352509021759","0.1555352509021759","","","","","",""
"30745688","","","","","","","32133","32133","32133","0.05246761441230774","0.05246761441230774","0.05246761441230774","","","","","",""
"30747648","30026","30026","30026","0.16695912182331085","0.16695912182331085","0.16695912182331085","","","","","","","","","","","",""
"30748544","","","","","","","32136","32136","32136","0.058009155094623566","0.058009155094623566","0.058009155094623566","","","","","",""
"30748640","","","","","","","","","","","","","32041","32041","32041","0.18953098356723785","0.18953098356723785","0.18953098356723785"
"30750640","","","","","","","","","","","","","32043","32043","32043","0.1133410632610321","0.1133410632610321","0.1133410632610321"
"30754516","","","","","","","32142","32142","32142","0.10544151067733765","0.10544151067733765","0.10544151067733765","","","","","",""
"30760248","","","","","","","32148","32148","32148","0.09354943037033081","0.09354943037033081","0.09354943037033081","","","","","",""
"30762200","","","","","","","32150","32150","32150","0.10498540103435516","0.10498540103435516","0.10498540103435516","","","","","",""
"30764032","30042","30042","30042","0.1493915170431137","0.1493915170431137","0.1493915170431137","","","","","","","","","","","",""
"30766196","","","","","","","","","","","","","32059","32059","32059","0.24435746669769287","0.24435746669769287","0.24435746669769287"
"30767988","","","","","","","32156","32156","32156","0.10723662376403809","0.10723662376403809","0.10723662376403809","","","","","",""
"30768188","","","","","","","","","","","","","32061","32061","32061","0.17227289080619812","0.17227289080619812","0.17227289080619812"
"30770196","","","","","","","","","","","","","32063","32063","32063","0.1310824602842331","0.1310824602842331","0.1310824602842331"
"30771204","","","","","","","","","","","","","32064","32064","32064","0.21573270857334137","0.21573270857334137","0.21573270857334137"
"30772916","","","","","","","32161","32161","32161","0.16757890582084656","0.16757890582084656","0.16757890582084656","","","","","",""
"30773904","","","","","","","32162","32162","32162","0.16289672255516052","0.16289672255516052","0.16289672255516052","","","","","",""
"30775692","","","","","","","","","","","","","32069","32069","32069","0.20766809582710266","0.20766809582710266","0.20766809582710266"
"30776712","","","","","","","","","","","","","32070","32070","32070","0.25937891006469727","0.25937891006469727","0.25937891006469727"
"30777712","","","","","","","","","","","","","32071","32071","32071","0.19288180768489838","0.19288180768489838","0.19288180768489838"
"30780660","","","","","","","","","","","","","32074","32074","32074","0.20528122782707214","0.20528122782707214","0.20528122782707214"
"30785372","","","","","","","32174","32174","32174","0.102226123213768","0.102226123213768","0.102226123213768","","","","","",""
"30785564","","","","","","","","","","","","","32079","32079","32079","0.32165640592575073","0.32165640592575073","0.32165640592575073"
"30786552","","","","","","","","","","","","","32080","32080","32080","0.20037004351615906","0.20037004351615906","0.20037004351615906"
"30787312","","","","","","","32176","32176","32176","0.112764373421669","0.112764373421669","0.112764373421669","","","","","",""
"30787560","","","","","","","","","","","","","32081","32081","32081","0.16802875697612762","0.16802875697612762","0.16802875697612762"
"30790188","","","","","","","32179","32179","32179","0.17966702580451965","0.17966702580451965","0.17966702580451965","","","","","",""
"30794092","","","","","","","32183","32183","32183","0.09157529473304749","0.09157529473304749","0.09157529473304749","","","","","",""
"30795028","","","","","","","32184","32184","32184","0.18692518770694733","0.18692518770694733","0.18692518770694733","","","","","",""
"30796224","","","","","","","","","","","","","32090","32090","32090","0.2680175304412842","0.2680175304412842","0.2680175304412842"
"30797196","","","","","","","","","","","","","32091","32091","32091","0.2308436632156372","0.2308436632156372","0.2308436632156372"
"30797860","","","","","","","32187","32187","32187","0.1576339304447174","0.1576339304447174","0.1576339304447174","","","","","",""
"30800252","","","","","","","","","","","","","32094","32094","32094","0.21245189011096954","0.21245189011096954","0.21245189011096954"
"30804276","","","","","","","","","","","","","32098","32098","32098","0.2712697386741638","0.2712697386741638","0.2712697386741638"
"30805672","","","","","","","32195","32195","32195","0.15141814947128296","0.15141814947128296","0.15141814947128296","","","","","",""
"30807040","30084","30084","30084","0.13121339678764343","0.13121339678764343","0.13121339678764343","","","","","","","","","","","",""
"30808000","","","","","","","","","","","","","32102","32102","32102","0.15084028244018555","0.15084028244018555","0.15084028244018555"
"30809088","30086","30086","30086","0.10553516447544098","0.10553516447544098","0.10553516447544098","","","","","","","","","","","",""
"30810976","","","","","","","","","","","","","32105","32105","32105","0.2778210937976837","0.2778210937976837","0.2778210937976837"
"30812952","","","","","","","","","","","","","32107","32107","32107","0.1982848346233368","0.1982848346233368","0.1982848346233368"
"30813272","","","","","","","32203","32203","32203","0.20050418376922607","0.20050418376922607","0.20050418376922607","","","","","",""
"30815232","30092","30092","30092","0.1267905980348587","0.1267905980348587","0.1267905980348587","","","","","","","","","","","",""
"30816004","","","","","","","","","","","","","32110","32110","32110","0.20499876141548157","0.20499876141548157","0.20499876141548157"
"30817000","","","","","","","","","","","","","32111","32111","32111","0.18741852045059204","0.18741852045059204","0.18741852045059204"
"30822056","","","","","","","","","","","","","32116","32116","32116","0.23420748114585876","0.23420748114585876","0.23420748114585876"
"30831616","30108","30108","30108","0.07657402008771896","0.07657402008771896","0.07657402008771896","","","","","","","","","","","",""
"30833632","","","","","","","","","","","","","32128","32128","32128","0.16177622973918915","0.16177622973918915","0.16177622973918915"
"30835976","","","","","","","32226","32226","32226","0.10328231751918793","0.10328231751918793","0.10328231751918793","","","","","",""
"30836544","","","","","","","","","","","","","32131","32131","32131","0.16651099920272827","0.16651099920272827","0.16651099920272827"
"30836956","","","","","","","32227","32227","32227","0.10512683540582657","0.10512683540582657","0.10512683540582657","","","","","",""
"30838492","","","","","","","","","","","","","32133","32133","32133","0.2106243371963501","0.2106243371963501","0.2106243371963501"
"30841412","","","","","","","","","","","","","32136","32136","32136","0.1339997500181198","0.1339997500181198","0.1339997500181198"
"30841756","","","","","","","32232","32232","32232","0.05393338203430176","0.05393338203430176","0.05393338203430176","","","","","",""
"30843604","","","","","","","32234","32234","32234","0.1447967290878296","0.1447967290878296","0.1447967290878296","","","","","",""
"30847372","","","","","","","","","","","","","32142","32142","32142","0.19590677320957184","0.19590677320957184","0.19590677320957184"
"30848344","","","","","","","32239","32239","32239","0.10946209728717804","0.10946209728717804","0.10946209728717804","","","","","",""
"30849288","","","","","","","32240","32240","32240","0.09326605498790741","0.09326605498790741","0.09326605498790741","","","","","",""
"30850208","","","","","","","32241","32241","32241","0.06877870857715607","0.06877870857715607","0.06877870857715607","","","","","",""
"30853356","","","","","","","","","","","","","32148","32148","32148","0.2131173014640808","0.2131173014640808","0.2131173014640808"
"30855096","","","","","","","","","","","","","32150","32150","32150","0.2404201626777649","0.2404201626777649","0.2404201626777649"
"30859660","","","","","","","","","","","","","32155","32155","32155","0.23160435259342194","0.23160435259342194","0.23160435259342194"
"30860616","","","","","","","","","","","","","32156","32156","32156","0.15862083435058594","0.15862083435058594","0.15862083435058594"
"30860780","","","","","","","32252","32252","32252","0.14620603621006012","0.14620603621006012","0.14620603621006012","","","","","",""
"30863776","","","","","","","32255","32255","32255","0.056983936578035355","0.056983936578035355","0.056983936578035355","","","","","",""
"30864772","","","","","","","32256","32256","32256","0.15818466246128082","0.15818466246128082","0.15818466246128082","","","","","",""
"30865408","30141","30141","30141","0.16748614609241486","0.16748614609241486","0.16748614609241486","","","","","","","","","","","",""
"30865516","","","","","","","","","","","","","32161","32161","32161","0.1786823570728302","0.1786823570728302","0.1786823570728302"
"30866500","","","","","","","","","","","","","32162","32162","32162","0.2721083462238312","0.2721083462238312","0.2721083462238312"
"30871552","30147","30147","30147","0.07029759883880615","0.07029759883880615","0.07029759883880615","","","","","","","","","","","",""
"30875648","30151","30151","30151","0.20510238409042358","0.20510238409042358","0.20510238409042358","","","","","","","","","","","",""
"30876328","","","","","","","","","","","","","32172","32172","32172","0.216793954372406","0.216793954372406","0.216793954372406"
"30877612","","","","","","","32269","32269","32269","0.14956367015838623","0.14956367015838623","0.14956367015838623","","","","","",""
"30877696","30153","30153","30153","0.1353834569454193","0.1353834569454193","0.1353834569454193","","","","","","","","","","","",""
"30878316","","","","","","","","","","","","","32174","32174","32174","0.16985514760017395","0.16985514760017395","0.16985514760017395"
"30880316","","","","","","","","","","","","","32176","32176","32176","0.24192342162132263","0.24192342162132263","0.24192342162132263"
"30880640","","","","","","","32272","32272","32272","0.11384210735559464","0.11384210735559464","0.11384210735559464","","","","","",""
"30883176","","","","","","","","","","","","","32179","32179","32179","0.16556252539157867","0.16556252539157867","0.16556252539157867"
"30883676","","","","","","","32275","32275","32275","0.14822128415107727","0.14822128415107727","0.14822128415107727","","","","","",""
"30883840","30159","30159","30159","0.1517610102891922","0.1517610102891922","0.1517610102891922","","","","","","","","","","","",""
"30887104","","","","","","","","","","","","","32183","32183","32183","0.13891588151454926","0.13891588151454926","0.13891588151454926"
"30888128","","","","","","","","","","","","","32184","32184","32184","0.2103327363729477","0.2103327363729477","0.2103327363729477"
"30890896","","","","","","","","","","","","","32187","32187","32187","0.1634325385093689","0.1634325385093689","0.1634325385093689"
